Iso	Gene
TRINITY_DN10193_c0_g1	PHD finger protein 14 OS=Mus musculus OX=10090 GN=Phf14 PE=1 SV=1 E(blastx)=1e-12
TRINITY_DN14072_c0_g1	Nicalin-1 OS=Danio rerio OX=7955 GN=ncl1 PE=2 SV=1 E(blastx)=7e-24
TRINITY_DN9108_c0_g1	MICAL-like protein 2 OS=Homo sapiens OX=9606 GN=MICALL2 PE=1 SV=1 E(blastx)=2e-14
TRINITY_DN8893_c0_g1	60S ribosomal protein L27a OS=Macaca fascicularis OX=9541 GN=RPL27A PE=2 SV=1 E(blastx)=8e-55
TRINITY_DN9747_c0_g1	PHD finger protein 10 OS=Danio rerio OX=7955 GN=phf10 PE=2 SV=2 E(blastx)=6e-07
TRINITY_DN3795_c0_g1	Histone deacetylase 3 OS=Xenopus tropicalis OX=8364 GN=hdac3 PE=2 SV=1 E(blastx)=4e-15
TRINITY_DN14689_c0_g1	Protein kintoun OS=Drosophila virilis OX=7244 GN=Nop17l PE=3 SV=1 E(blastx)=1e-07
TRINITY_DN3842_c0_g1	rRNA 2'-O-methyltransferase fibrillarin OS=Xenopus laevis OX=8355 GN=fbl PE=2 SV=1 E(blastx)=8e-67
TRINITY_DN13955_c0_g1	60S ribosomal protein L18-2 OS=Arabidopsis thaliana OX=3702 GN=RPL18B PE=1 SV=2 E(blastx)=7e-35
TRINITY_DN11324_c0_g1	Putative regulator of nonsense transcripts 1 OS=Takifugu rubripes OX=31033 GN=rent1 PE=3 SV=1 E(blastx)=2e-37
TRINITY_DN9889_c0_g1	Phospholipid-transporting ATPase ABCA1 OS=Mus musculus OX=10090 GN=Abca1 PE=1 SV=4 E(blastx)=2e-16
TRINITY_DN14408_c0_g1	Ras GTPase-activating-like protein IQGAP1 OS=Mus musculus OX=10090 GN=Iqgap1 PE=1 SV=2 E(blastx)=8e-31
TRINITY_DN662_c0_g1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Pongo abelii OX=9601 GN=STT3A PE=2 SV=1 E(blastx)=3e-15
TRINITY_DN10139_c0_g1	Eukaryotic translation initiation factor 3 subunit B OS=Bombyx mori OX=7091 GN=eIF3-S9 PE=2 SV=1 E(blastx)=5e-18
TRINITY_DN10564_c0_g1	40S ribosomal protein S15a OS=Danio rerio OX=7955 GN=rps15a PE=2 SV=1 E(blastx)=2e-59
TRINITY_DN5739_c0_g1	Intraflagellar transport protein 172 homolog OS=Danio rerio OX=7955 GN=ift172 PE=2 SV=1 E(blastx)=2e-32
TRINITY_DN5502_c0_g1	Programmed cell death 6-interacting protein OS=Xenopus laevis OX=8355 GN=pdcd6ip PE=1 SV=1 E(blastx)=1e-23
TRINITY_DN14545_c0_g1	"Spectrin beta chain, non-erythrocytic 2 OS=Rattus norvegicus OX=10116 GN=Sptbn2 PE=1 SV=2 E(blastx)=5e-31"
TRINITY_DN11875_c0_g1	Unconventional myosin-VIIa OS=Homo sapiens OX=9606 GN=MYO7A PE=1 SV=2 E(blastx)=3e-10
TRINITY_DN10932_c0_g1	Graves disease carrier protein OS=Bos taurus OX=9913 GN=SLC25A16 PE=2 SV=1 E(blastx)=3e-24
TRINITY_DN1024_c0_g1	Transient receptor potential cation channel subfamily M member-like 2 OS=Nematostella vectensis OX=45351 GN=TRPM2 PE=1 SV=1 E(blastx)=1e-32
TRINITY_DN3668_c0_g1	TATA-binding protein-associated factor 172 OS=Homo sapiens OX=9606 GN=BTAF1 PE=1 SV=2 E(blastx)=7e-31
TRINITY_DN3018_c0_g1	Transcription initiation factor TFIID subunit 1 OS=Mesocricetus auratus OX=10036 GN=TAF1 PE=2 SV=1 E(blastx)=3e-07
TRINITY_DN5940_c1_g1	Protein trachealess OS=Drosophila melanogaster OX=7227 GN=trh PE=1 SV=4 E(blastx)=3e-24
TRINITY_DN8810_c0_g1	Metastasis-associated protein MTA3 OS=Mus musculus OX=10090 GN=Mta3 PE=1 SV=1 E(blastx)=2e-21
TRINITY_DN4258_c0_g1	Deoxyhypusine hydroxylase OS=Xenopus laevis OX=8355 GN=dohh PE=2 SV=1 E(blastx)=4e-47
TRINITY_DN6152_c0_g1	Cysteine and glycine-rich protein 3 OS=Bos taurus OX=9913 GN=CSRP3 PE=2 SV=1 E(blastx)=5e-13
TRINITY_DN12681_c0_g1	GTP-binding protein Rit2 OS=Homo sapiens OX=9606 GN=RIT2 PE=1 SV=1 E(blastx)=5e-49
TRINITY_DN10618_c0_g1	"Phosphate carrier protein, mitochondrial OS=Bos taurus OX=9913 GN=SLC25A3 PE=1 SV=1 E(blastx)=3e-47"
TRINITY_DN7616_c0_g1	Protein KIBRA OS=Homo sapiens OX=9606 GN=WWC1 PE=1 SV=1 E(blastx)=2e-06
TRINITY_DN5155_c0_g1	Regulator of nonsense transcripts 2 OS=Mus musculus OX=10090 GN=Upf2 PE=1 SV=1 E(blastx)=2e-18
TRINITY_DN14684_c0_g1	Ran GTPase-activating protein 1 OS=Xenopus laevis OX=8355 GN=rangap1 PE=1 SV=1 E(blastx)=1e-22
TRINITY_DN13402_c0_g1	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5 E(blastx)=1e-53
TRINITY_DN8210_c0_g1	Heat shock cognate 71 kDa protein OS=Saguinus oedipus OX=9490 GN=HSPA8 PE=2 SV=1 E(blastx)=4e-77
TRINITY_DN14200_c0_g1	Obscurin OS=Mus musculus OX=10090 GN=Obscn PE=1 SV=3 E(blastx)=3e-07
TRINITY_DN8600_c0_g1	Formin-binding protein 1 homolog OS=Xenopus laevis OX=8355 GN=fnbp1 PE=2 SV=1 E(blastx)=2e-14
TRINITY_DN7387_c0_g1	Collagen alpha-1(XI) chain OS=Homo sapiens OX=9606 GN=COL11A1 PE=1 SV=4 E(blastx)=2e-05
TRINITY_DN3714_c0_g1	Gamma-aminobutyric acid receptor subunit rho-1 OS=Mus musculus OX=10090 GN=Gabrr1 PE=2 SV=2 E(blastx)=2e-11
TRINITY_DN14091_c0_g1	Docking protein 4 OS=Homo sapiens OX=9606 GN=DOK4 PE=1 SV=2 E(blastx)=3e-05
TRINITY_DN2371_c0_g1	Centrosomal protein of 135 kDa OS=Homo sapiens OX=9606 GN=CEP135 PE=1 SV=2 E(blastx)=1e-21
TRINITY_DN12975_c0_g1	Transitional endoplasmic reticulum ATPase homolog 2 OS=Caenorhabditis elegans OX=6239 GN=cdc-48.2 PE=1 SV=2 E(blastx)=8e-26
TRINITY_DN14570_c0_g1	Receptor-type tyrosine-protein kinase FLT3 OS=Homo sapiens OX=9606 GN=FLT3 PE=1 SV=2 E(blastx)=3e-14
TRINITY_DN13157_c0_g1	Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus OX=10090 GN=Fkbp2 PE=1 SV=1 E(blastx)=2e-49
TRINITY_DN11116_c0_g1	Cytochrome c oxidase assembly factor 7B OS=Xenopus laevis OX=8355 GN=coa7-b PE=2 SV=1 E(blastx)=2e-25
TRINITY_DN13063_c0_g1	Eukaryotic translation initiation factor 3 subunit H OS=Nematostella vectensis OX=45351 GN=v1g168210 PE=3 SV=1 E(blastx)=2e-27
TRINITY_DN6706_c0_g1	Acetylornithine deacetylase OS=Arabidopsis thaliana OX=3702 GN=At4g17830 PE=2 SV=1 E(blastx)=9e-23
TRINITY_DN12406_c0_g1	Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2 E(blastx)=9e-28
TRINITY_DN8426_c0_g1	Cytochrome c oxidase subunit NDUFA4 OS=Danio rerio OX=7955 GN=ndufa4 PE=3 SV=1 E(blastx)=2e-10
TRINITY_DN9018_c0_g1	Tyrosine-protein phosphatase non-receptor type 23 (Fragment) OS=Rattus norvegicus OX=10116 GN=Ptpn23 PE=1 SV=2 E(blastx)=6e-22
TRINITY_DN807_c0_g1	Amyloid-beta A4 protein OS=Rattus norvegicus OX=10116 GN=App PE=1 SV=2 E(blastx)=1e-05
TRINITY_DN4436_c0_g1	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Svep1 PE=1 SV=1 E(blastx)=2e-11"
TRINITY_DN7716_c0_g1	Protein furry OS=Drosophila melanogaster OX=7227 GN=fry PE=1 SV=2 E(blastx)=6e-08
TRINITY_DN12234_c0_g1	Actin (Fragment) OS=Spodoptera littoralis OX=7109 PE=2 SV=1 E(blastx)=3e-80
TRINITY_DN8748_c0_g1	Ubiquitin-like modifier-activating enzyme 1 OS=Rattus norvegicus OX=10116 GN=Uba1 PE=1 SV=1 E(blastx)=1e-30
TRINITY_DN8116_c0_g1	Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Bos taurus OX=9913 GN=UCHL3 PE=2 SV=1 E(blastx)=9e-26
TRINITY_DN11420_c0_g1	Collagen alpha-1(V) chain OS=Rattus norvegicus OX=10116 GN=Col5a1 PE=1 SV=1 E(blastx)=3e-08
TRINITY_DN3798_c0_g1	50S ribosomal protein L20 OS=Elusimicrobium minutum (strain Pei191) OX=445932 GN=rplT PE=3 SV=1 E(blastx)=8e-18
TRINITY_DN4710_c0_g1	Oncoprotein-induced transcript 3 protein OS=Homo sapiens OX=9606 GN=OIT3 PE=1 SV=2 E(blastx)=2e-15
TRINITY_DN12777_c0_g1	Gamma-tubulin complex component 4 OS=Homo sapiens OX=9606 GN=TUBGCP4 PE=1 SV=1 E(blastx)=7e-25
TRINITY_DN12983_c0_g1	Deubiquitinating protein VCIP135 OS=Mus musculus OX=10090 GN=Vcpip1 PE=1 SV=1 E(blastx)=6e-33
TRINITY_DN8359_c0_g1	V-type proton ATPase subunit H OS=Manduca sexta OX=7130 PE=2 SV=1 E(blastx)=6e-10
TRINITY_DN13040_c0_g1	Xaa-Pro dipeptidase OS=Pongo abelii OX=9601 GN=PEPD PE=2 SV=1 E(blastx)=8e-18
TRINITY_DN8839_c0_g1	Acyl carrier protein OS=Pyropia yezoensis OX=2788 GN=acpP PE=3 SV=1 E(blastx)=1e-19
TRINITY_DN11963_c0_g1	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8 OS=Homo sapiens OX=9606 GN=CPAMD8 PE=1 SV=2 E(blastx)=6e-07
TRINITY_DN69_c0_g1	40S ribosomal protein S7 OS=Danio rerio OX=7955 GN=rps7 PE=2 SV=1 E(blastx)=4e-33
TRINITY_DN12988_c0_g1	Turripeptide Gsg9.2 OS=Gemmula sogodensis OX=439591 PE=2 SV=1 E(blastx)=3e-09
TRINITY_DN6249_c0_g1	Vigilin OS=Rattus norvegicus OX=10116 GN=Hdlbp PE=1 SV=1 E(blastx)=2e-22
TRINITY_DN13066_c0_g1	E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3 E(blastx)=2e-07
TRINITY_DN13181_c0_g1	F-BAR domain only protein 2 OS=Homo sapiens OX=9606 GN=FCHO2 PE=1 SV=2 E(blastx)=4e-18
TRINITY_DN581_c0_g1	"Myosin heavy chain, non-muscle OS=Drosophila melanogaster OX=7227 GN=zip PE=1 SV=2 E(blastx)=6e-20"
TRINITY_DN3898_c0_g1	60 kDa SS-A/Ro ribonucleoprotein homolog OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422) OX=243230 GN=rsr PE=1 SV=1 E(blastx)=3e-19
TRINITY_DN10606_c0_g1	Structural maintenance of chromosomes protein 4 OS=Xenopus laevis OX=8355 GN=smc4 PE=1 SV=1 E(blastx)=9e-35
TRINITY_DN2642_c0_g1	Down syndrome cell adhesion molecule homolog OS=Gallus gallus OX=9031 GN=DSCAM PE=1 SV=3 E(blastx)=2e-12
TRINITY_DN3095_c0_g1	Teneurin-2 OS=Gallus gallus OX=9031 GN=TENM2 PE=1 SV=1 E(blastx)=1e-13
TRINITY_DN10221_c0_g1	Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3 E(blastx)=5e-09
TRINITY_DN12907_c0_g1	RING finger and CHY zinc finger domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rchy1 PE=1 SV=1 E(blastx)=9e-26
TRINITY_DN3006_c0_g1	Peptide methionine sulfoxide reductase OS=Drosophila melanogaster OX=7227 GN=Eip71CD PE=1 SV=2 E(blastx)=2e-25
TRINITY_DN4506_c0_g1	Translocon-associated protein subunit gamma OS=Pongo abelii OX=9601 GN=SSR3 PE=2 SV=1 E(blastx)=2e-35
TRINITY_DN12765_c0_g1	Calsyntenin-2 OS=Homo sapiens OX=9606 GN=CLSTN2 PE=1 SV=2 E(blastx)=6e-12
TRINITY_DN5882_c0_g1	Splicing factor 3A subunit 1 OS=Mus musculus OX=10090 GN=Sf3a1 PE=1 SV=1 E(blastx)=1e-07
TRINITY_DN11938_c0_g1	IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1 E(blastx)=3e-31
TRINITY_DN9573_c0_g1	Photosystem II protein D1 OS=Rhodomonas salina OX=52970 GN=psbA PE=3 SV=1 E(blastx)=2e-38
TRINITY_DN4645_c0_g1	Alcohol dehydrogenase class-3 OS=Myxine glutinosa OX=7769 PE=1 SV=1 E(blastx)=3e-75
TRINITY_DN2769_c0_g1	Neurogenic locus notch homolog protein 2 OS=Mus musculus OX=10090 GN=Notch2 PE=1 SV=2 E(blastx)=1e-40
TRINITY_DN14561_c0_g1	Katanin p60 ATPase-containing subunit A-like 2 OS=Xenopus tropicalis OX=8364 GN=katnal2 PE=2 SV=1 E(blastx)=3e-34
TRINITY_DN4874_c0_g1	Prolactin regulatory element-binding protein OS=Rattus norvegicus OX=10116 GN=Preb PE=1 SV=2 E(blastx)=8e-10
TRINITY_DN4391_c0_g1	Murinoglobulin-2 OS=Rattus norvegicus OX=10116 GN=Mug2 PE=1 SV=1 E(blastx)=1e-08
TRINITY_DN4251_c0_g1	AP-3 complex subunit delta-1 OS=Mus musculus OX=10090 GN=Ap3d1 PE=1 SV=1 E(blastx)=2e-24
TRINITY_DN12025_c0_g1	Ubiquitin carboxyl-terminal hydrolase 14 OS=Bos taurus OX=9913 GN=USP14 PE=2 SV=3 E(blastx)=3e-07
TRINITY_DN932_c0_g1	ER membrane protein complex subunit 2-B OS=Xenopus laevis OX=8355 GN=emc2-b PE=2 SV=1 E(blastx)=2e-37
TRINITY_DN7522_c0_g1	Bromodomain-containing protein 8 OS=Mus musculus OX=10090 GN=Brd8 PE=1 SV=2 E(blastx)=2e-23
TRINITY_DN8983_c0_g1	Septin-8-B OS=Danio rerio OX=7955 GN=sept8b PE=2 SV=1 E(blastx)=2e-21
TRINITY_DN6970_c0_g1	IQ motif-containing protein H OS=Danio rerio OX=7955 GN=iqch PE=4 SV=1 E(blastx)=1e-23
TRINITY_DN1047_c0_g1	40S ribosomal protein S15a OS=Rattus norvegicus OX=10116 GN=Rps15a PE=1 SV=2 E(blastx)=1e-23
TRINITY_DN14190_c0_g1	Collagen alpha chain (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=3e-06
TRINITY_DN10075_c0_g1	Adenylate kinase 7 OS=Homo sapiens OX=9606 GN=AK7 PE=1 SV=3 E(blastx)=1e-18
TRINITY_DN13099_c0_g1	Zinc finger protein 503 OS=Mus musculus OX=10090 GN=Znf503 PE=1 SV=1 E(blastx)=8e-10
TRINITY_DN11135_c0_g1	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma OS=Danio rerio OX=7955 GN=ppp2r3c PE=2 SV=1 E(blastx)=1e-27
TRINITY_DN5794_c0_g1	Serine/threonine-protein kinase N2 OS=Danio rerio OX=7955 GN=pkn2 PE=2 SV=1 E(blastx)=9e-11
TRINITY_DN4736_c0_g1	GA-binding protein subunit beta-2 OS=Mus musculus OX=10090 GN=Gabpb2 PE=1 SV=2 E(blastx)=2e-11
TRINITY_DN2908_c0_g1	Dystrophin OS=Canis lupus familiaris OX=9615 GN=DMD PE=2 SV=1 E(blastx)=1e-33
TRINITY_DN12885_c0_g1	RNA polymerase-associated protein CTR9 homolog OS=Xenopus laevis OX=8355 GN=ctr9 PE=2 SV=1 E(blastx)=3e-43
TRINITY_DN7706_c0_g1	Cyclin-L2 OS=Xenopus tropicalis OX=8364 GN=ccnl2 PE=2 SV=1 E(blastx)=1e-14
TRINITY_DN6178_c0_g1	Serine/threonine-protein kinase SMG1 OS=Homo sapiens OX=9606 GN=SMG1 PE=1 SV=3 E(blastx)=6e-22
TRINITY_DN859_c0_g1	WW domain-containing adapter protein with coiled-coil homolog OS=Drosophila melanogaster OX=7227 GN=wcy PE=2 SV=2 E(blastx)=4e-06
TRINITY_DN3344_c0_g1	40S ribosomal protein S12 OS=Oreochromis niloticus OX=8128 GN=rps12 PE=2 SV=3 E(blastx)=2e-14
TRINITY_DN6876_c0_g1	Acyl-lipid (8-3)-desaturase OS=Mortierella alpina OX=64518 GN=DES1 PE=1 SV=1 E(blastx)=3e-16
TRINITY_DN5462_c0_g1	E3 ubiquitin-protein ligase LRSAM1 OS=Homo sapiens OX=9606 GN=LRSAM1 PE=1 SV=1 E(blastx)=1e-17
TRINITY_DN11726_c0_g1	TNF receptor-associated factor 5 OS=Mus musculus OX=10090 GN=Traf5 PE=1 SV=1 E(blastx)=3e-07
TRINITY_DN12249_c0_g1	Translation elongation factor 2 OS=Bombyx mori OX=7091 GN=tef2 PE=1 SV=1 E(blastx)=2e-69
TRINITY_DN316_c0_g1	N-alpha-acetyltransferase 10 OS=Mus musculus OX=10090 GN=Naa10 PE=1 SV=1 E(blastx)=1e-13
TRINITY_DN8879_c0_g1	Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP1 PE=1 SV=3 E(blastx)=3e-23
TRINITY_DN4369_c0_g1	Dipeptidase 1 OS=Homo sapiens OX=9606 GN=DPEP1 PE=1 SV=3 E(blastx)=4e-24
TRINITY_DN13433_c0_g1	Rho GTPase-activating protein 18 OS=Mus musculus OX=10090 GN=Arhgap18 PE=1 SV=1 E(blastx)=2e-20
TRINITY_DN2967_c0_g1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Sus scrofa OX=9823 GN=DAD1 PE=3 SV=3 E(blastx)=4e-15
TRINITY_DN14015_c0_g1	Receptor-type tyrosine-protein phosphatase F OS=Rattus norvegicus OX=10116 GN=Ptprf PE=2 SV=1 E(blastx)=2e-16
TRINITY_DN14623_c0_g1	Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Mus musculus OX=10090 GN=Uchl5 PE=1 SV=2 E(blastx)=2e-39
TRINITY_DN7056_c0_g1	Protein phosphatase 1G OS=Macaca fascicularis OX=9541 GN=PPM1G PE=2 SV=1 E(blastx)=2e-22
TRINITY_DN6080_c0_g1	Translation initiation factor IF-2 OS=Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680) OX=431943 GN=infB PE=3 SV=1 E(blastx)=2e-15
TRINITY_DN10700_c0_g1	von Willebrand factor (Fragment) OS=Sus scrofa OX=9823 GN=VWF PE=2 SV=2 E(blastx)=6e-06
TRINITY_DN495_c0_g1	60S ribosomal protein L30 OS=Branchiostoma belcheri OX=7741 GN=RPL30 PE=3 SV=1 E(blastx)=3e-38
TRINITY_DN6489_c0_g1	Pterin-4-alpha-carbinolamine dehydratase 2 OS=Mus musculus OX=10090 GN=Pcbd2 PE=1 SV=2 E(blastx)=4e-08
TRINITY_DN10213_c0_g1	cGMP-dependent protein kinase 1 OS=Homo sapiens OX=9606 GN=PRKG1 PE=1 SV=3 E(blastx)=7e-19
TRINITY_DN14372_c0_g1	60S ribosomal protein L27 OS=Rattus norvegicus OX=10116 GN=Rpl27 PE=2 SV=2 E(blastx)=3e-46
TRINITY_DN6370_c0_g1	UPF0577 protein KIAA1324 OS=Homo sapiens OX=9606 GN=KIAA1324 PE=2 SV=2 E(blastx)=8e-09
TRINITY_DN2380_c0_g1	RNA polymerase-associated protein LEO1 OS=Xenopus laevis OX=8355 GN=leo1 PE=2 SV=1 E(blastx)=2e-31
TRINITY_DN826_c0_g1	BUD13 homolog OS=Gallus gallus OX=9031 GN=BUD13 PE=2 SV=1 E(blastx)=1e-07
TRINITY_DN1587_c0_g1	Splicing factor U2AF 65 kDa subunit OS=Mus musculus OX=10090 GN=U2af2 PE=1 SV=3 E(blastx)=1e-38
TRINITY_DN8938_c0_g1	Mitogen-activated protein kinase kinase kinase 20 OS=Homo sapiens OX=9606 GN=MAP3K20 PE=1 SV=3 E(blastx)=2e-16
TRINITY_DN545_c0_g1	Adenylate kinase 7 OS=Mus musculus OX=10090 GN=Ak7 PE=1 SV=1 E(blastx)=2e-34
TRINITY_DN6678_c0_g1	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Gorilla gorilla gorilla OX=9595 GN=NDUFS6 PE=2 SV=1 E(blastx)=5e-12"
TRINITY_DN3055_c0_g1	Pre-mRNA-processing factor 39 OS=Homo sapiens OX=9606 GN=PRPF39 PE=1 SV=3 E(blastx)=3e-38
TRINITY_DN11073_c0_g1	Probable protein phosphatase 2C T23F11.1 OS=Caenorhabditis elegans OX=6239 GN=ppm-2 PE=3 SV=2 E(blastx)=8e-13
TRINITY_DN12361_c0_g1	Voltage-dependent L-type calcium channel subunit beta-1 OS=Oryctolagus cuniculus OX=9986 GN=CACNB1 PE=1 SV=1 E(blastx)=7e-29
TRINITY_DN7728_c0_g1	Amyloid protein-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Appbp2 PE=2 SV=1 E(blastx)=2e-30
TRINITY_DN10640_c0_g1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Oryctolagus cuniculus OX=9986 GN=OGT PE=1 SV=2 E(blastx)=6e-62
TRINITY_DN10035_c0_g1	Programmed cell death protein 6 OS=Rattus norvegicus OX=10116 GN=Pdcd6 PE=2 SV=1 E(blastx)=5e-11
TRINITY_DN14543_c0_g1	Mucin-like protein (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=6e-05
TRINITY_DN13208_c0_g1	Interferon regulatory factor 2-binding protein 2 OS=Homo sapiens OX=9606 GN=IRF2BP2 PE=1 SV=2 E(blastx)=2e-34
TRINITY_DN9387_c0_g1	Probable global transcription activator SNF2L2 OS=Mus musculus OX=10090 GN=Smarca2 PE=1 SV=1 E(blastx)=3e-09
TRINITY_DN12107_c0_g1	Carboxypeptidase B OS=Astacus astacus OX=6715 PE=1 SV=1 E(blastx)=3e-17
TRINITY_DN4294_c0_g1	Ubiquitin-60S ribosomal protein L40 OS=Caenorhabditis elegans OX=6239 GN=ubq-2 PE=3 SV=2 E(blastx)=2e-42
TRINITY_DN7999_c0_g1	Decaprenyl-diphosphate synthase subunit 2 OS=Homo sapiens OX=9606 GN=PDSS2 PE=1 SV=2 E(blastx)=3e-08
TRINITY_DN10184_c0_g1	Heat shock protein 90 OS=Eimeria tenella OX=5802 GN=HSP90 PE=2 SV=1 E(blastx)=2e-05
TRINITY_DN7704_c1_g1	Cytochrome c oxidase subunit 1 OS=Metridium senile OX=6116 GN=COI PE=3 SV=1 E(blastx)=1e-05
TRINITY_DN2772_c0_g1	Palmitoyltransferase ZDHHC16 OS=Mus musculus OX=10090 GN=Zdhhc16 PE=1 SV=2 E(blastx)=3e-10
TRINITY_DN13359_c0_g1	AP-3 complex subunit delta-1 OS=Bos taurus OX=9913 GN=AP3D1 PE=1 SV=2 E(blastx)=1e-05
TRINITY_DN13533_c0_g1	Mediator of DNA damage checkpoint protein 1 OS=Macaca mulatta OX=9544 GN=MDC1 PE=3 SV=1 E(blastx)=3e-12
TRINITY_DN14038_c0_g1	Ankyrin repeat domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ANKRD17 PE=1 SV=3 E(blastx)=2e-08
TRINITY_DN13236_c0_g1	Annexin A4 OS=Canis lupus familiaris OX=9615 GN=ANXA4 PE=1 SV=2 E(blastx)=1e-09
TRINITY_DN4368_c0_g1	Apolipophorins OS=Locusta migratoria OX=7004 PE=1 SV=2 E(blastx)=5e-10
TRINITY_DN4941_c0_g1	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Canis lupus familiaris OX=9615 GN=PPP1CA PE=2 SV=1 E(blastx)=2e-86
TRINITY_DN7533_c0_g1	G patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=GPATCH2 PE=1 SV=1 E(blastx)=1e-07
TRINITY_DN8907_c0_g1	Friend leukemia integration 1 transcription factor OS=Homo sapiens OX=9606 GN=FLI1 PE=1 SV=1 E(blastx)=2e-10
TRINITY_DN12415_c0_g1	Rho GTPase-activating protein 26 OS=Mus musculus OX=10090 GN=Arhgap26 PE=1 SV=3 E(blastx)=2e-29
TRINITY_DN10292_c0_g1	"Photosystem I reaction center subunit III, chloroplastic OS=Chlamydomonas reinhardtii OX=3055 GN=PSAF PE=1 SV=1 E(blastx)=4e-18"
TRINITY_DN3616_c0_g1	Chromatin complexes subunit BAP18 OS=Mus musculus OX=10090 GN=Bap18 PE=1 SV=1 E(blastx)=5e-21
TRINITY_DN10687_c0_g1	Protein white OS=Anopheles gambiae OX=7165 GN=w PE=2 SV=1 E(blastx)=5e-41
TRINITY_DN13731_c0_g1	Proteasome subunit beta type-1-B OS=Carassius auratus OX=7957 GN=psmb1-B PE=2 SV=1 E(blastx)=2e-16
TRINITY_DN7073_c0_g1	Dihydropyrimidine dehydrogenase [NADP(+)] OS=Danio rerio OX=7955 GN=dpyd PE=2 SV=1 E(blastx)=1e-42
TRINITY_DN4051_c0_g1	Tetraspanin-15 OS=Homo sapiens OX=9606 GN=TSPAN15 PE=1 SV=1 E(blastx)=7e-08
TRINITY_DN4593_c0_g1	NFX1-type zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=ZNFX1 PE=2 SV=2 E(blastx)=2e-22
TRINITY_DN7296_c0_g1	Non-reducing polyketide synthase andM OS=Emericella variicolor OX=1549217 GN=andM PE=1 SV=1 E(blastx)=1e-31
TRINITY_DN1402_c0_g1	"Spectrin alpha chain, non-erythrocytic 1 OS=Rattus norvegicus OX=10116 GN=Sptan1 PE=1 SV=2 E(blastx)=2e-23"
TRINITY_DN8858_c0_g1	Spectrin beta chain OS=Drosophila melanogaster OX=7227 GN=beta-Spec PE=1 SV=2 E(blastx)=4e-19
TRINITY_DN269_c0_g1	"Spectrin beta chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptbn1 PE=1 SV=2 E(blastx)=2e-27"
TRINITY_DN10857_c0_g1	Casein kinase I isoform delta OS=Xenopus laevis OX=8355 GN=csnk1d PE=1 SV=2 E(blastx)=7e-17
TRINITY_DN14553_c0_g1	"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadm PE=1 SV=1 E(blastx)=5e-38"
TRINITY_DN4420_c0_g1	NFX1-type zinc finger-containing protein 1 OS=Mus musculus OX=10090 GN=Znfx1 PE=1 SV=3 E(blastx)=5e-18
TRINITY_DN5526_c0_g1	FAD-dependent oxidoreductase domain-containing protein 2 OS=Mus musculus OX=10090 GN=Foxred2 PE=2 SV=1 E(blastx)=3e-21
TRINITY_DN12768_c0_g1	Circadian locomoter output cycles protein kaput OS=Spalax judaei OX=134510 GN=Clock PE=2 SV=1 E(blastx)=5e-23
TRINITY_DN2237_c0_g1	Ethanolamine-phosphate cytidylyltransferase OS=Rattus norvegicus OX=10116 GN=Pcyt2 PE=1 SV=1 E(blastx)=8e-45
TRINITY_DN5376_c0_g1	Kalirin OS=Mus musculus OX=10090 GN=Kalrn PE=1 SV=1 E(blastx)=2e-17
